"","animalid","Sex","Neutered","Breed","CauseDeath","Method.of.death","dateBirth","dateDeath"
"28641",11721522,"Female","Neutered","Standard Poodle","Disorder not diagnsosed","Euthanasia",1999-11-04,2016-10-04
"28643",11945738,"Male","Entire","Whippet","Behaviour disorder","Euthanasia",1999-02-09,2016-01-09
"28645",6864658,"Female","Entire","Yorkshire Terrier","Enteropathy","Euthanasia",1999-10-08,2016-09-08
"28646",6859041,"Female","Entire","Yorkshire Terrier","Behaviour disorder","Euthanasia",1999-08-08,2016-07-08
"28647",11868340,"Female","Entire","","Mass","Euthanasia",1999-10-05,2016-09-05
"28649",1663583,"Male","Neutered","Jack Russell Terrier","Collapsed","Euthanasia",1999-06-03,2016-06-03
"28650",3505034,"Male","Entire","Crossbreed","Mass","Euthanasia",1999-04-01,2016-05-01
"28655",7079818,"Female","Neutered","Crossbreed","Poor quality of life","Euthanasia",1999-03-11,2016-03-11
"28660",12184716,"Female","Entire","Shih-tzu","Haematopoietic disorder","Euthanasia",1999-01-03,2016-01-03
"28669",12184893,"Female","Neutered","Crossbreed","Neoplasia","Euthanasia",1999-12-07,2016-12-07
"28670",3886118,"Female","Entire","Crossbreed","Disorder not diagnsosed","Euthanasia",1999-11-05,2016-11-05
"28673",3884019,"Female","Neutered","Staffordshire Bull Terrier","Disorder not diagnsosed","Euthanasia",1999-05-05,2016-05-05
"28676",3561665,"Female","Entire","Crossbreed","Disorder not diagnsosed","Euthanasia",1999-09-03,2016-10-03
"28678",1664405,"Male","Entire","Jack Russell Terrier","Disorder not diagnsosed","Euthanasia",1999-07-03,2016-08-03
"28679",11490596,"Female","Neutered","Jack Russell Terrier","Collapsed","Euthanasia",1999-05-10,2016-06-10
"28680",6966393,"Male","Neutered","Crossbreed","Lethargy","Euthanasia",2000-10-07,2017-12-07
"28681",12364625,"Male","Entire","Shetland Sheepdog","Disorder not diagnsosed","Euthanasia",2000-01-08,2017-03-08
"28685",3822534,"Female","Neutered","Crossbreed","Neoplasia","Euthanasia",1999-01-09,2016-03-09
"28686",6838912,"Female","Entire","Crossbreed","Poor quality of life","Euthanasia",1999-01-08,2016-03-08
"28689",2157546,"Male","Neutered","Crossbreed","Spinal cord disorder","Euthanasia",1999-01-10,2016-04-10
"28691",6724077,"Male","Neutered","Crossbreed","Ophthalmological disorder","Euthanasia",1999-05-07,2016-08-07
"28692",11493925,"Female","Entire","Crossbreed","Collapsed","Euthanasia",1999-08-11,2016-12-11
"28694",12355363,"Female","Entire","Chihuahua","Behaviour disorder","Euthanasia",2000-01-08,2017-06-08
"28706",7050145,"Female","Neutered","Jack Russell Terrier","Neoplasia","Euthanasia",2000-02-10,2017-10-10
"28708",1627909,"Male","Entire","Crossbreed","Disorder not diagnsosed","Euthanasia",1999-01-02,2016-10-02
"28734",11720427,"Female","Neutered","Yorkshire Terrier","Appetite disoder","Euthanasia",1998-12-12,2016-02-01
"28740",11303490,"Male","Entire","Crossbreed","Disorder not diagnsosed","Unassisted",1999-07-02,2016-04-03
"28747",11486764,"Male","Entire","Shih-tzu","Haematopoietic disorder","Euthanasia",1999-01-11,2016-01-12
"28749",1752009,"Male","Neutered","Crossbreed","Poor quality of life","Euthanasia",1999-08-01,2016-08-02
"28751",12315144,"Male","Neutered","Jack Russell Terrier","Disorder not diagnsosed","Euthanasia",2001-01-02,2018-06-03
"28752",11492781,"Female","Neutered","Eurasier","Musculoskeletal disorder","Euthanasia",2002-05-10,2019-10-11
"28753",12319213,"Male","Entire","Staffordshire Bull Terrier","Musculoskeletal disorder","Euthanasia",1999-01-02,2016-08-03
"28761",1214143,"Male","Neutered","Staffordshire Bull Terrier","Collapsed","Euthanasia",2002-01-04,2019-12-05
"28783",6966521,"Female","Neutered","Collie","Disorder not diagnsosed","Euthanasia",2001-07-01,2018-03-03
"28789",1827381,"Female","Neutered","Toy Poodle","Traumatic injury","Euthanasia",2000-04-09,2017-03-11
"28790",1580382,"Female","Neutered","Miniature Long-Haired Dachshund","Musculoskeletal disorder","Euthanasia",1999-09-09,2016-08-11
"28791",11493165,"Female","Entire","Jack Russell Terrier","Upper respiratory tract disorder","Unassisted",2000-01-10,2017-01-12
"28792",11948934,"Male","Neutered","Jack Russell Terrier","Disorder not diagnsosed","Euthanasia",2000-08-11,2018-11-01
"28794",2185762,"Female","Neutered","Crossbreed","Disorder not diagnsosed","Euthanasia",2001-02-06,2018-06-08
"28796",2195051,"Female","Entire","Terrier","Kidney disease","Euthanasia",1999-07-10,2016-11-12
"28800",1591351,"Male","Neutered","West Highland White Terrier","Kidney disease","Euthanasia",1998-01-11,2016-09-01
"28802",2243275,"Female","Neutered","Crossbreed","Poor quality of life","Euthanasia",1999-01-06,2016-10-08
"28831",3405650,"Female","Entire","West Highland White Terrier","Urinary system disorder","Euthanasia",1999-11-06,2016-08-09
"28834",11557638,"Female","Neutered","Jack Russell Terrier","Lymph node disorder","Euthanasia",1999-02-06,2016-01-09
"28838",11867055,"Female","Neutered","Bichon Frise","Heart disease","Euthanasia",1998-01-10,2016-04-01
"28842",1601901,"Male","Neutered","Crossbreed","Collapsed","Euthanasia",1998-01-10,2016-07-01
"28844",3550166,"Female","Entire","Lhasa Apso","Brain disorder","Euthanasia",2000-01-06,2017-07-09
"28845",3275276,"Female","Entire","West Highland White Terrier","Disorder not diagnsosed","Euthanasia",2000-05-05,2017-11-08
"28846",11949843,"Female","Neutered","Jack Russell Terrier","Neoplasia","Euthanasia",2001-01-04,2018-10-07
"28885",2160582,"Male","Entire","Crossbreed","Lower respiratory tract disorder","Euthanasia",2000-06-02,2017-05-06
"28887",6857485,"Male","Entire","Jack Russell Terrier","Disorder not diagnsosed","Euthanasia",2000-06-08,2017-06-12
"28890",1917838,"Male","Entire","Poodle","Enteropathy","Euthanasia",1998-02-09,2016-05-01
"28892",1968954,"Male","Neutered","Chihuahua","Heart disease","Euthanasia",1999-01-05,2016-03-09
"28893",1498235,"Female","Neutered","Jack Russell Terrier","Disorder not diagnsosed","Euthanasia",2000-05-10,2018-09-02
"28899",12316348,"Male","Neutered","Crossbreed","Spinal cord disorder","Euthanasia",1999-01-03,2016-10-07
"28920",2003647,"Female","Neutered","Lhasa Apso","Poor quality of life","Euthanasia",1999-07-07,2016-03-12
"28924",11946583,"Male","Neutered","Crossbreed","Disorder not diagnsosed","Euthanasia",2000-01-02,2017-04-07
"28929",11770748,"Male","Entire","Crossbreed","Poor quality of life","Euthanasia",1999-08-06,2016-12-11
"28947",881900,"Male","Neutered","Standard Long-Haired Dachshund","Mass","Euthanasia",1998-12-07,2016-04-01
"28955",12184672,"Male","Entire","Crossbreed","Brain disorder","Euthanasia",1999-11-01,2016-10-07
"28956",6865484,"Female","Neutered","Yorkshire Terrier","Behaviour disorder","Euthanasia",1999-11-02,2016-10-08
"28959",3562637,"Male","Neutered","Crossbreed","Poor quality of life","Euthanasia",1998-10-09,2016-11-03
"28960",11348014,"Male","Entire","Jack Russell Terrier","Disorder not diagnsosed","Euthanasia",1999-03-04,2016-02-10
"28962",6918123,"Male","Entire","Crossbreed","Poor quality of life","Euthanasia",1999-07-09,2017-09-03
"28965",11483473,"Male","Neutered","Jack Russell Terrier","Poor quality of life","Euthanasia",1999-06-02,2016-09-08
"28966",11346827,"Female","Neutered","Staffordshire Bull Terrier","Brain disorder","Euthanasia",1999-08-12,2017-11-06
"28968",12322924,"Female","Neutered","Crossbreed","Kidney disease","Euthanasia",2000-01-09,2018-08-03
"28995",3160184,"Male","Entire","Crossbreed","Disorder not diagnsosed","Euthanasia",1999-12-01,2016-11-08
"28996",2344370,"Male","Neutered","Patterdale Terrier","Collapsed","Euthanasia",2000-01-08,2018-03-03
"29000",11486223,"Male","Neutered","West Highland White Terrier","Mass","Euthanasia",1999-08-07,2017-09-02
"29034",3950273,"Male","Entire","Crossbreed","Collapsed","Euthanasia",2001-02-06,2019-02-02
"29036",11493108,"Male","Entire","Border Collie","Brain disorder","Euthanasia",1999-07-07,2017-11-03
"29053",11490612,"Male","Neutered","Staffordshire Bull Terrier","Endocrine system disorder","Euthanasia",1999-12-10,2017-02-07
"29056",7420666,"Female","Entire","Springer Spaniel - Unspecified","Appetite disoder","Euthanasia",1999-12-04,2017-04-01
"29057",3961806,"Female","Neutered","Yorkshire Terrier","Incontinence","Euthanasia",1999-10-06,2017-04-03
"29059",11464005,"Female","Neutered","West Highland White Terrier","Brain disorder","Euthanasia",1998-10-06,2016-05-03
"29069",1498236,"Male","Entire","Yorkshire Terrier","Poor quality of life","Euthanasia",2000-06-01,2017-10-10
"29073",1993861,"Female","Neutered","Crossbreed","Musculoskeletal disorder","Euthanasia",1999-01-01,2016-10-10
"29078",11547845,"Male","Neutered","Crossbreed","Behaviour disorder","Euthanasia",1999-01-05,2017-11-02
"29091",7718640,"Male","Entire","Yorkshire Terrier","Brain disorder","Euthanasia",1999-10-11,2017-05-09
"29094",955738,"Female","Neutered","Jack Russell Terrier","Pancreatic disorder","Euthanasia",1999-06-10,2017-06-08
"29100",11302756,"Female","Neutered","Jack Russell Terrier","Disorder not diagnsosed","Euthanasia",2000-01-01,2017-07-11
"29102",2290752,"Female","Neutered","Crossbreed","Brain disorder","Euthanasia",1998-01-01,2015-09-11
"29118",1920790,"Male","Neutered","Crossbreed","Neoplasia","Euthanasia",1999-05-02,2017-03-01
"29121",11866649,"Female","Neutered","Crossbreed","Poor quality of life","Euthanasia",1998-07-08,2016-06-07
"29123",7122451,"Male","Entire","Crossbreed","Collapsed","Euthanasia",1999-09-01,2016-09-12
"29125",11345838,"Female","Entire","Jack Russell Terrier","Behaviour disorder","Euthanasia",1999-01-06,2017-02-05
"29137",12332795,"Male","Neutered","Crossbreed","Disorder not diagnsosed","Euthanasia",1999-11-06,2017-04-06
"29138",2185388,"Male","Entire","Crossbreed","Poor quality of life","Unrecorded",1999-12-07,2017-06-07
"29139",11298927,"Male","Entire","Jack Russell Terrier","Disorder not diagnsosed","Unassisted",1998-10-01,2016-06-01
"29141",12347094,"Female","Entire","Jack Russell Terrier","Disorder not diagnsosed","Euthanasia",1999-07-08,2017-03-08
"29145",2234324,"Female","Neutered","Crossbreed","Musculoskeletal disorder","Euthanasia",1998-03-01,2016-02-01
"29148",3532098,"Male","Entire","Crossbreed","Disorder not diagnsosed","Euthanasia",1998-01-02,2016-01-02
"29151",3515749,"Female","Neutered","Lurcher","Collapsed","Euthanasia",1998-12-01,2016-12-01
"29153",11481809,"Male","Neutered","Yorkshire Terrier","Collapsed","Euthanasia",1998-07-02,2016-07-02
"29154",11484049,"Female","Entire","Crossbreed","Neoplasia","Euthanasia",1998-03-08,2016-02-08
"29158",11526627,"Male","Entire","Crossbreed","Neurological disorder","Euthanasia",1998-10-09,2016-09-09
"29167",6756866,"Male","Entire","Shih-tzu","Ophthalmological disorder","Euthanasia",1998-12-07,2016-11-07
"29168",11559403,"Female","Entire","Springer Spaniel - Unspecified","Disorder not diagnsosed","Euthanasia",1998-03-10,2016-02-10
"29170",6844029,"Male","Entire","West Highland White Terrier","Disorder not diagnsosed","Euthanasia",1998-02-08,2016-01-08
"29171",3919092,"Male","Entire","West Highland White Terrier","Disorder not diagnsosed","Euthanasia",1998-09-05,2016-08-05
"29173",1603040,"Female","Entire","Yorkshire Terrier","Behaviour disorder","Euthanasia",1998-08-01,2016-09-01
"29174",1817353,"Male","Entire","Shih-tzu","Liver disorder","Euthanasia",1998-02-12,2016-02-12
"29175",2337867,"Female","Neutered","Crossbreed","Poor quality of life","Euthanasia",1999-02-02,2017-02-02
"29178",7081160,"Female","Entire","Crossbreed","Collapsed","Euthanasia",1998-04-11,2016-04-11
"29186",11482872,"Male","Neutered","Terrier","Disorder not diagnsosed","Euthanasia",1998-12-10,2016-12-10
"29190",12184606,"Male","Neutered","Jack Russell Terrier","Disorder not diagnsosed","Unassisted",1998-09-11,2016-10-11
"29193",6930170,"Female","Entire","Border Collie","Collapsed","Euthanasia",1998-10-09,2016-11-09
"29194",3561661,"Male","Entire","Crossbreed","Collapsed","Euthanasia",1998-09-03,2016-11-03
"29200",6730103,"Female","Entire","Standard Long-Haired Dachshund","Disorder not diagnsosed","Euthanasia",1998-02-01,2016-09-01
"29203",1270950,"Male","Neutered","Crossbreed","Collapsed","Euthanasia",1999-01-01,2017-09-01
"29219",1961201,"Male","Neutered","Crossbreed","Lethargy","Euthanasia",1998-03-02,2016-01-03
"29220",7029112,"Male","Entire","Jack Russell Terrier","Disorder not diagnsosed","Unassisted",2001-11-09,2019-09-10
"29221",1817067,"Male","Entire","Jack Russell Terrier","Thin","Euthanasia",1998-09-11,2016-08-12
"29223",3814373,"Female","Entire","Crossbreed","Disorder not diagnsosed","Unassisted",1998-03-03,2016-01-04
"29225",1832522,"Female","Neutered","Crossbreed","Behaviour disorder","Euthanasia",1999-01-11,2017-05-12
"29228",3957510,"Male","Entire","Staffordshire Bull Terrier","Disorder not diagnsosed","Euthanasia",2000-01-01,2018-05-02
"29232",7052632,"Female","Neutered","Staffordshire Bull Terrier","Neoplasia","Euthanasia",1998-04-05,2016-09-06
"29233",1964605,"Male","Neutered","Crossbreed","Kidney disease","Euthanasia",1998-02-09,2016-10-10
"29234",12313798,"Female","Neutered","Crossbreed","Collapsed","Euthanasia",1998-01-11,2016-11-12
"29246",1860430,"Female","Entire","Crossbreed","Disorder not diagnsosed","Euthanasia",1999-12-11,2018-04-01
"29247",3160141,"Male","Neutered","West Highland White Terrier","Neoplasia","Euthanasia",1999-07-01,2017-04-03
"29250",11578329,"Male","Neutered","Crossbreed","Disorder not diagnsosed","Unassisted",2000-07-05,2018-08-07
"29251",1526604,"Male","Entire","Jack Russell Terrier","Disorder not diagnsosed","Euthanasia",1998-02-11,2017-04-01
"29252",1326556,"Female","Neutered","Crossbreed","Disorder not diagnsosed","Euthanasia",1998-05-01,2016-09-03
"29253",3946553,"Female","Neutered","Bichon Frise","Brain disorder","Euthanasia",1998-04-04,2016-07-06
"29264",12315694,"Female","Entire","Jack Russell Terrier","Brain disorder","Euthanasia",1998-08-05,2016-08-08
"29277",11301218,"Female","Neutered","Labrador Retriever","Heart disease","Euthanasia",1999-07-06,2017-02-10
"29279",11345535,"Female","Neutered","Schnauzer","Disorder not diagnsosed","Euthanasia",1998-01-05,2016-01-09
"29294",11304906,"Male","Entire","Jack Russell Terrier","Disorder not diagnsosed","Euthanasia",2000-01-01,2018-01-06
"29296",949488,"Female","Neutered","Tibetan Spaniel","Disorder not diagnsosed","Euthanasia",1997-01-08,2016-05-01
"29299",11494556,"Male","Neutered","Bichon Frise","Behaviour disorder","Euthanasia",2000-01-02,2018-09-07
"29302",7078419,"Male","Entire","Crossbreed","Musculoskeletal disorder","Euthanasia",1999-02-11,2018-11-04
"29314",12400212,"Female","Neutered","Crossbreed","Collapsed","Euthanasia",1997-01-09,2016-01-03
"29317",12313922,"Male","Entire","Crossbreed","Disorder not diagnsosed","Euthanasia",1999-01-04,2017-01-10
"29327",3445231,"Female","Neutered","Crossbreed","Lethargy","Euthanasia",1998-01-01,2016-01-08
"29328",3158645,"Female","Entire","Jack Russell Terrier","Heart disease","Euthanasia",1998-06-02,2016-06-09
"29329",11480229,"Male","Neutered","Crossbreed","Collapsed","Euthanasia",1996-04-07,2015-05-02
"29332",3812190,"Male","Entire","West Highland White Terrier","Collapsed","Euthanasia",1999-01-01,2017-12-08
"29336",1804047,"Male","Neutered","Crossbreed","Mass","Euthanasia",1998-11-04,2016-02-12
"29342",2118433,"Female","Neutered","Crossbreed","Brain disorder","Euthanasia",1997-05-07,2016-11-03
"29343",1967966,"Female","Neutered","Chihuahua","Disorder not diagnsosed","Euthanasia",1998-04-03,2016-09-11
"29349",11484253,"Male","Entire","Crossbreed","Heart disease","Euthanasia",1998-10-09,2017-06-06
"29351",11340479,"Female","Neutered","Jack Russell Terrier","Collapsed","Euthanasia",1998-01-12,2017-05-09
"29371",1741739,"Female","Neutered","Crossbreed","Disorder not diagnsosed","Euthanasia",1998-08-01,2016-12-12
"29376",3534522,"Female","Entire","Crossbreed","Heart disease","Euthanasia",1997-05-02,2016-05-02
"29377",3515748,"Female","Entire","Crossbreed","Disorder not diagnsosed","Euthanasia",1997-12-01,2016-12-01
"29379",6724067,"Female","Entire","Crossbreed","Traumatic injury","Euthanasia",1997-05-07,2016-04-07
"29382",6844024,"Female","Entire","Patterdale Terrier","Spinal cord disorder","Euthanasia",1997-02-08,2016-01-08
"29385",3556639,"Female","Entire","Jack Russell Terrier","Disorder not diagnsosed","Euthanasia",1997-02-03,2016-02-03
"29387",7124732,"Female","Entire","Terrier","Enteropathy","Euthanasia",1997-10-12,2016-10-12
"29390",12333526,"Male","Neutered","Parson Russell Terrier","Heart disease","Euthanasia",2000-01-01,2019-02-01
"29391",2880304,"Male","Entire","Crossbreed","Collapsed","Euthanasia",1998-06-09,2017-07-09
"29393",11524469,"Male","Entire","Crossbreed","Behaviour disorder","Euthanasia",1997-09-08,2016-11-08
"29394",3505010,"Female","Entire","Crossbreed","Dental disorder","Euthanasia",1998-02-01,2017-05-01
"29402",3434548,"Male","Neutered","Staffordshire Bull Terrier","Musculoskeletal disorder","Euthanasia",1998-09-10,2017-07-11
"29403",11481095,"Female","Entire","Greyhound","Disorder not diagnsosed","Euthanasia",1996-06-11,2015-07-12
"29404",1473595,"Male","Entire","Crossbreed","Disorder not diagnsosed","Euthanasia",1999-05-04,2018-09-05
"29411",1491089,"Male","Neutered","Crossbreed","Enteropathy","Euthanasia",1998-05-08,2017-12-10
"29423",11485094,"Female","Neutered","Crossbreed","Musculoskeletal disorder","Euthanasia",1999-06-03,2018-10-07
"29446",3157517,"Female","Neutered","Crossbreed","Disorder not diagnsosed","Euthanasia",1997-08-05,2017-08-03
"29448",11718193,"Female","Entire","Border Terrier","Heart disease","Euthanasia",1998-12-03,2018-01-02
"29456",11514456,"Male","Entire","Jack Russell Terrier","Musculoskeletal disorder","Euthanasia",1996-10-02,2016-10-02
"29457",6916114,"Female","Entire","Jack Russell Terrier","Disorder not diagnsosed","Euthanasia",1996-06-09,2016-07-09
"29465",11542454,"Male","Neutered","Crossbreed","Disorder not diagnsosed","Unassisted",1997-01-09,2017-02-12
"29478",3963609,"Male","Neutered","Jack Russell Terrier","Heart disease","Euthanasia",1996-01-05,2017-01-09
